Date;Month;Year;Material Supplier;Product Code;Machine;Inspection Type;Defect Type;Defect Mode ;Cause;Type of Cause;Number of Repairs;Inspector;Shift
19/03/2025;March;2025;Supplier_2;Product_8;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
19/03/2025;March;2025;Supplier_2;Product_5;Machine_D;In-process;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
19/03/2025;March;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
21/03/2025;March;2025;Supplier_2;Product_12;Machine_A;In-process;Visual;SR;Human Error;Lain-Lain;15;Inspector_1;Afternoon_Shift
21/03/2025;March;2025;Supplier_3;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
21/03/2025;March;2025;Supplier_3;Product_3;Machine_B;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;1;Inspector_1;Afternoon_Shift
21/03/2025;March;2025;Supplier_2;Product_14;Machine_A;First ;Visual;SR;Mold;Dirty Mold;7;Inspector_4;Midnight_Shift
21/03/2025;March;2025;Supplier_2;Product_14;Machine_A;First ;Visual;DM;Mold;Dirty Mold;7;Inspector_4;Midnight_Shift
24/03/2025;March;2025;Supplier_3;Product_3;Machine_B;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_10;Morning_Shift
24/03/2025;March;2025;Supplier_3;Product_3;Machine_B;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;1;Inspector_10;Morning_Shift
24/03/2025;March;2025;Supplier_2;Product_8;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;2;Inspector_5;Morning_Shift
24/03/2025;March;2025;Supplier_2;Product_2;Machine_A;In-process;Visual;DT;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
25/03/2025;March;2025;Supplier_3;Product_3;Machine_B;In-process;Dimension;AOS;Machine;Setup and Adjustment Machine;2;Inspector_10;Morning_Shift
25/03/2025;March;2025;Supplier_2;Product_14;Machine_D;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
25/03/2025;March;2025;Supplier_2;Product_14;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Midnight_Shift
26/03/2025;March;2025;Supplier_2;Product_7;Machine_A;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_5;Morning_Shift
26/03/2025;March;2025;Supplier_2;Product_7;Machine_A;First ;Visual;SR;Machine;Machine_Dirty;2;Inspector_5;Morning_Shift
26/03/2025;March;2025;Supplier_1;Product_10;Machine_B;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
27/03/2025;March;2025;Supplier_2;Product_20;Machine_C;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;1;Inspector_4;Afternoon_Shift
27/03/2025;March;2025;Supplier_2;Product_15;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
27/03/2025;March;2025;Supplier_2;Product_12;Machine_E;First ;Visual;SR;Mold;Dirty Mold;10;Inspector_10;Morning_Shift
03/04/2025;April;2025;Supplier_2;Product_22;Machine_C;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_7;Morning_Shift
03/04/2025;April;2025;Supplier_2;Product_5;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_7;Morning_Shift
04/04/2025;April;2025;Supplier_2;Product_1;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_7;Morning_Shift
04/04/2025;April;2025;Supplier_3;Product_3;Machine_B;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;5;Inspector_4;Midnight_Shift
05/04/2025;April;2025;Supplier_1;Product_9;Machine_C;In-process;Dimension;BOS;Machine;Setup and Adjustment Machine;5;Inspector_7;Morning_Shift
05/04/2025;April;2025;Supplier_1;Product_9;Machine_C;In-process;Dimension;BOS;Machine;Setup and Adjustment Machine;7;Inspector_7;Morning_Shift
07/04/2025;April;2025;Supplier_2;Product_18;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
08/04/2025;April;2025;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_1;Afternoon_Shift
08/04/2025;April;2025;Supplier_1;Product_23;Machine_C;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_4;Morning_Shift
08/04/2025;April;2025;Supplier_1;Product_23;Machine_C;First ;Visual;DT;Mold;Dirty Mold;4;Inspector_4;Morning_Shift
08/04/2025;April;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;9;Inspector_4;Morning_Shift
08/04/2025;April;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;GOS;Machine;Setup and Adjustment Machine;9;Inspector_4;Morning_Shift
08/04/2025;April;2025;Supplier_1;Product_23;Machine_C;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;8;Inspector_4;Morning_Shift
10/04/2025;April;2025;Supplier_1;Product_23;Machine_C;In-process;Dimension;JOS;Machine;Setup and Adjustment Machine;2;Inspector_4;Afternoon_Shift
10/04/2025;April;2025;Supplier_1;Product_9;Machine_D;First ;Visual;BR;Mold;Mold Failures;1;Inspector_1;Midnight_Shift
10/04/2025;April;2025;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
14/04/2025;April;2025;Supplier_3;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
14/04/2025;April;2025;Supplier_3;Product_3;Machine_B;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
15/04/2025;April;2025;Supplier_2;Product_20;Machine_A;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
14/04/2025;April;2025;Supplier_2;Product_2;Machine_A;In-process;Visual;PU;Machine;Setup and Adjustment Machine;4;Inspector_4;Midnight_Shift
16/04/2025;April;2025;Supplier_2;Product_1;Machine_D;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_1;Morning_Shift
17/04/2025;April;2025;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Morning_Shift
17/04/2025;April;2025;Supplier_3;Product_3;Machine_B;In-process;Visual;DT;Machine;Material Failures;3;Inspector_1;Morning_Shift
17/04/2025;April;2025;Supplier_2;Product_6;Machine_A;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Morning_Shift
18/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;DT;Mold;Mold Failures;5;Inspector_5;Morning_Shift
18/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;PU;Machine;Setup and Adjustment Machine;5;Inspector_5;Morning_Shift
18/04/2025;April;2025;Supplier_1;Product_9;Machine_D;First ;Visual;DT;Mold;Dirty Mold;2;Inspector_5;Morning_Shift
21/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;MR;Machine;Machine_Dirty;3;Inspector_5;Morning_Shift
21/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;PU;Mold;Mold Failures;3;Inspector_5;Morning_Shift
21/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;DT;Mold;Mold Failures;1;Inspector_5;Morning_Shift
21/04/2025;April;2025;Supplier_2;Product_12;Machine_D;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
21/04/2025;April;2025;Supplier_2;Product_1;Machine_D;First ;Dimension;IOS;Machine;Setup and Adjustment Machine;3;Inspector_3;Afternoon_Shift
22/04/2025;April;2025;Supplier_1;Product_10;Machine_D;First ;Visual;DT;Mold;Setup and Adjustment Machine;5;Inspector_3;Morning_Shift
23/04/2025;April;2025;Supplier_2;Product_8;Machine_C;In-process;Visual;DT;Mold;Lain-Lain;7;Inspector_4;Afternoon_Shift
23/04/2025;April;2025;Supplier_2;Product_22;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
23/04/2025;April;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
23/04/2025;April;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
24/04/2025;April;2025;Supplier_2;Product_12;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
24/04/2025;April;2025;Supplier_2;Product_12;Machine_E;First ;Visual;DM;Mold;Dirty Mold;6;Inspector_4;Afternoon_Shift
24/04/2025;April;2025;Supplier_3;Product_3;Machine_B;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;3;Inspector_4;Afternoon_Shift
24/04/2025;April;2025;Supplier_3;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_4;Afternoon_Shift
24/04/2025;April;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;2;Inspector_4;Afternoon_Shift
24/04/2025;April;2025;Supplier_2;Product_12;Machine_A;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
24/04/2025;April;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
24/04/2025;April;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
24/04/2025;April;2025;Supplier_2;Product_22;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
25/04/2025;April;2025;Supplier_1;Product_3;Machine_B;In-process;Visual;DM;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
25/04/2025;April;2025;Supplier_1;Product_23;Machine_E;In-process;Dimension;JOS;Machine;Setup and Adjustment Machine;3;Inspector_1;Midnight_Shift
26/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;DM;Mold;Dirty Mold;5;Inspector_7;Midnight_Shift
26/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Dimension;GOS;Machine;Setup and Adjustment Machine;8;Inspector_7;Midnight_Shift
28/04/2025;April;2025;Supplier_1;Product_9;Machine_D;In-process;Visual;DT;Mold;Dirty Mold;5;Inspector_5;Morning_Shift
28/04/2025;April;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DT;Machine;Machine_Dirty;7;Inspector_3;Midnight_Shift
29/04/2025;April;2025;Supplier_2;Product_16;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
30/04/2025;April;2025;Supplier_1;Product_10;Machine_B;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_5;Morning_Shift
30/04/2025;April;2025;Supplier_1;Product_10;Machine_B;First ;Visual;DM;Mold;Dirty Mold;10;Inspector_7;Morning_Shift
01/05/2025;May;2025;Supplier_1;Product_10;Machine_B;In-process;Visual;DT;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
01/05/2025;May;2025;Supplier_1;Product_23;Machine_D;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_7;Afternoon_Shift
01/05/2025;May;2025;Supplier_1;Product_9;Machine_E;First ;Visual;MR;Mold;Dirty Mold;6;Inspector_1;Afternoon_Shift
01/05/2025;May;2025;Supplier_1;Product_9;Machine_E;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_1;Afternoon_Shift
02/05/2025;May;2025;Supplier_2;Product_18;Machine_D;First ;Visual;MR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
02/05/2025;May;2025;Supplier_1;Product_9;Machine_E;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
02/05/2025;May;2025;Supplier_3;Product_3;Machine_B;First ;Visual;DM;Mold;Dirty Mold;1;Inspector_3;Midnight_Shift
03/05/2025;May;2025;Supplier_1;Product_9;Machine_E;In-process;Visual;DM;Mold;Dirty Mold;4;Inspector_7;Morning_Shift
03/05/2025;May;2025;Supplier_1;Product_9;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
05/05/2026;May;2025;Supplier_1;Product_9;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
05/05/2027;May;2025;Supplier_2;Product_21;Machine_A;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_3;Morning_Shift
05/05/2028;May;2025;Supplier_1;Product_9;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
06/05/2029;May;2025;Supplier_2;Product_18;Machine_D;In-process;Visual;DM;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
06/05/2029;May;2025;Supplier_2;Product_6;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
06/05/2029;May;2025;Supplier_1;Product_10;Machine_B;In-process;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Midnight_Shift
06/05/2029;May;2025;Supplier_1;Product_10;Machine_B;In-process;Visual;DT;Machine;Machine_Dirty;5;Inspector_1;Midnight_Shift
07/05/2029;May;2025;Supplier_2;Product_2;Machine_A;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
08/05/2025;May;2025;Supplier_2;Product_23;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;7;Inspector_4;Afternoon_Shift
08/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;DT;Machine;Machine_Dirty;2;Inspector_1;Midnight_Shift
08/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;DT;Machine;Machine_Dirty;5;Inspector_1;Midnight_Shift
08/05/2025;May;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DT;Machine;Machine_Dirty;3;Inspector_1;Midnight_Shift
12/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;DT;Machine;Machine_Dirty;3;Inspector_7;Morning_Shift
12/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;DT;Mold;Dirty Mold;10;Inspector_1;Afternoon_Shift
13/05/2025;May;2025;Supplier_2;Product_8;Machine_C;In-process;Visual;PU;Machine;Setup and Adjustment Machine;10;Inspector_7;Morning_Shift
13/05/2025;May;2025;Supplier_1;Product_10;Machine_B;In-process;Visual;DT;Machine;Machine_Dirty;1;Inspector_7;Morning_Shift
13/05/2025;May;2025;Supplier_1;Product_9;Machine_D;First ;Visual;MR;Machine;Machine_Dirty;3;Inspector_1;Afternoon_Shift
13/05/2025;May;2025;Supplier_1;Product_9;Machine_D;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Midnight_Shift
14/05/2025;May;2025;Supplier_2;Product_8;Machine_E;First ;Visual;DT;Mold;Dirty Mold;5;Inspector_7;Morning_Shift
14/05/2025;May;2025;Supplier_3;Product_3;Machine_B;First ;Visual;DM;Mold;Dirty Mold;8;Inspector_1;Afternoon_Shift
15/05/2025;May;2025;Supplier_3;Product_3;Machine_B;First ;Visual;DM;Mold;Dirty Mold;5;Inspector_5;Morning_Shift
15/05/2025;May;2025;Supplier_2;Product_6;Machine_A;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
15/05/2025;May;2025;Supplier_2;Product_7;Machine_D;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;4;Inspector_4;Midnight_Shift
19/05/2025;May;2025;Supplier_2;Product_22;Machine_A;In-process;Visual;MR;Mold;Dirty Mold;5;Inspector_1;Midnight_Shift
20/05/2025;May;2025;Supplier_1;Product_23;Machine_D;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;2;Inspector_4;Afternoon_Shift
20/05/2025;May;2025;Supplier_1;Product_23;Machine_D;First ;Visual;DM;Mold;Dirty Mold;5;Inspector_7;Midnight_Shift
20/05/2025;May;2025;Supplier_3;Product_3;Machine_B;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
20/05/2025;May;2025;Supplier_1;Product_10;Machine_B;First ;Visual;DT;Mold;Dirty Mold;4;Inspector_3;Morning_Shift
20/05/2025;May;2025;Supplier_2;Product_5;Machine_C;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
21/05/2025;May;2025;Supplier_2;Product_22;Machine_A;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
21/05/2025;May;2025;Supplier_1;Product_9;Machine_C;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;1;Inspector_4;Afternoon_Shift
21/05/2025;May;2025;Supplier_1;Product_3;Machine_D;In-process;Visual;DM;Mold;Dirty Mold;14;Inspector_4;Afternoon_Shift
22/05/2025;May;2025;Supplier_1;Product_23;Machine_D;In-process;Visual;DM;Machine;Machine Failures;4;Inspector_3;Morning_Shift
22/05/2025;May;2025;Supplier_2;Product_6;Machine_A;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
22/05/2025;May;2025;Supplier_2;Product_18;Machine_D;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
22/05/2025;May;2025;Supplier_2;Product_18;Machine_D;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
22/05/2025;May;2025;Supplier_2;Product_18;Machine_D;First ;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
23/05/2025;May;2025;Supplier_2;Product_12;Machine_E;First ;Visual;SR;Mold;Mold Failures;1;Inspector_1;Afternoon_Shift
23/05/2025;May;2025;Supplier_2;Product_2;Machine_E;First ;Visual;BR;Mold;Mold Failures;1;Inspector_7;Afternoon_Shift
23/05/2025;May;2025;Supplier_2;Product_1;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
23/05/2025;May;2025;Supplier_2;Product_1;Machine_E;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_1;Afternoon_Shift
23/05/2025;May;2025;Supplier_2;Product_1;Machine_E;First ;Visual;DM;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
23/05/2025;May;2025;Supplier_2;Product_18;Machine_D;In-process;Visual;SR;Mold;Dirty Mold;3;Inspector_1;Afternoon_Shift
24/05/2025;May;2025;Supplier_2;Product_12;Machine_A;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Afternoon_Shift
25/05/2025;May;2025;Supplier_2;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
26/05/2025;May;2025;Supplier_2;Product_5;Machine_C;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_7;Morning_Shift
27/05/2025;May;2025;Supplier_2;Product_12;Machine_A;In-process;Visual;SR;Machine;Machine_Dirty;1;Inspector_7;Morning_Shift
27/05/2025;May;2025;Supplier_2;Product_1;Machine_E;First ;Visual;MR;Mold;Dirty Mold;2;Inspector_7;Morning_Shift
27/05/2025;May;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_1;Afternoon_Shift
27/05/2025;May;2025;Supplier_1;Product_9;Machine_C;First ;Visual;MR;Mold;Dirty Mold;4;Inspector_1;Afternoon_Shift
28/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;MR;Machine;Machine_Dirty;2;Inspector_7;Morning_Shift
28/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
29/05/2025;May;2025;Supplier_2;Product_14;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Morning_Shift
30/05/2025;May;2025;Supplier_2;Product_8;Machine_D;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Morning_Shift
30/05/2025;May;2025;Supplier_2;Product_8;Machine_D;In-process;Visual;DM;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
30/05/2025;May;2025;Supplier_1;Product_9;Machine_C;In-process;Dimension;JOS;Machine;Setup and Adjustment Machine;3;Inspector_1;Afternoon_Shift
31/05/2025;May;2025;Supplier_1;Product_23;Machine_E;First ;Dimension;AOS;Mold;Mold Failures;1;Inspector_5;Morning_Shift
31/05/2025;May;2025;Supplier_1;Product_23;Machine_E;First ;Dimension;BR;Mold;Mold Failures;1;Inspector_5;Morning_Shift
31/05/2025;May;2025;Supplier_1;Product_23;Machine_E;First ;Dimension;AOS;Machine;Setup and Adjustment Machine;10;Inspector_5;Morning_Shift
31/05/2025;May;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_5;Morning_Shift
31/05/2025;May;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;MR;Mold;Dirty Mold;4;Inspector_1;Afternoon_Shift
31/05/2025;May;2025;Supplier_1;Product_10;Machine_B;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
02/06/2025;June;2025;Supplier_2;Product_7;Machine_A;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
02/06/2025;June;2025;Supplier_2;Product_2;Machine_C;First ;Visual;DT;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
02/06/2025;June;2025;Supplier_3;Product_3;Machine_B;First ;Visual;PM;Mold;Mold Failures;1;Inspector_1;Midnight_Shift
02/06/2025;June;2025;Supplier_3;Product_3;Machine_B;First ;Visual;PM;Mold;Dirty Mold;5;Inspector_1;Midnight_Shift
03/06/2025;June;2025;Supplier_2;Product_7;Machine_A;In-process;Visual;DT;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
05/06/2025;June;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;MR;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
05/06/2025;June;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;MR;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
05/06/2025;June;2025;Supplier_2;Product_22;Machine_E;First ;Visual;MR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
05/06/2025;June;2025;Supplier_2;Product_22;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
08/06/2025;June;2025;Supplier_2;Product_6;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
08/06/2025;June;2025;Supplier_1;Product_10;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_4;Afternoon_Shift
11/06/2025;June;2025;Supplier_2;Product_20;Machine_C;First ;Dimension;EOS;Machine;Setup and Adjustment Machine;5;Inspector_5;Morning_Shift
11/06/2025;June;2025;Supplier_2;Product_20;Machine_C;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_1;Morning_Shift
11/06/2025;June;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Afternoon_Shift
12/06/2025;June;2025;Supplier_1;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_7;Morning_Shift
12/06/2025;June;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_1;Afternoon_Shift
13/06/2025;June;2025;Supplier_1;Product_3;Machine_B;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_7;Morning_Shift
13/06/2025;June;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;DT;Mold;Dirty Mold;5;Inspector_5;Morning_Shift
13/06/2025;June;2025;Supplier_2;Product_7;Machine_D;First ;Visual;PU;Machine;Setup and Adjustment Machine;10;Inspector_1;Afternoon_Shift
16/06/2025;June;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;1;Inspector_3;Morning_Shift
16/06/2025;June;2025;Supplier_1;Product_9;Machine_C;First ;Dimension;JOS;Machine;Setup and Adjustment Machine;1;Inspector_3;Morning_Shift
17/06/2025;June;2025;Supplier_2;Product_12;Machine_A;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_1;Midnight_Shift
18/06/2025;June;2025;Supplier_2;Product_6;Machine_E;First ;Visual;DT;Mold;Dirty Mold;5;Inspector_4;Afternoon_Shift
19/06/2025;June;2025;Supplier_2;Product_16;Machine_C;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_4;Afternoon_Shift
19/06/2025;June;2025;Supplier_2;Product_16;Machine_C;In-process;Visual;PM;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
19/06/2025;June;2025;Supplier_1;Product_10;Machine_B;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_3;Morning_Shift
23/06/2025;June;2025;Supplier_2;Product_6;Machine_D;First ;Visual;DM;Mold;Dirty Mold;7;Inspector_4;Morning_Shift
23/06/2025;June;2025;Supplier_2;Product_20;Machine_C;First ;Visual;DM;Machine;Machine_Dirty;13;Inspector_4;Morning_Shift
26/06/2025;June;2025;Supplier_2;Product_3;Machine_B;First ;Visual;PM;Mold;Dirty Mold;3;Inspector_7;Afternoon_Shift
26/06/2025;June;2025;Supplier_2;Product_8;Machine_E;In-process;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Afternoon_Shift
30/06/2025;June;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Morning_Shift
30/06/2025;June;2025;Supplier_1;Product_9;Machine_C;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_1;Afternoon_Shift
02/07/2025;July;2025;Supplier_2;Product_22;Machine_D;First ;Visual;SR;Mold;Dirty Mold;5;Inspector_1;Afternoon_Shift
04/07/2025;July;2025;Supplier_2;Product_15;Machine_C;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_1;Afternoon_Shift
04/07/2025;July;2025;Supplier_1;Product_10;Machine_B;First ;Visual;SR;Mold;Dirty Mold;6;Inspector_3;Morning_Shift
04/07/2025;July;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Morning_Shift
04/07/2025;July;2025;Supplier_1;Product_23;Machine_E;First ;Visual;DT;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
04/07/2025;July;2025;Supplier_1;Product_23;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_4;Midnight_Shift
05/07/2025;July;2025;Supplier_1;Product_23;Machine_E;In-process;Visual;PM;Mold;Dirty Mold;2;Inspector_7;Midnight_Shift
07/07/2025;July;2025;Supplier_2;Product_2;Machine_E;First ;Visual;SR;Mold;Dirty Mold;3;Inspector_3;Midnight_Shift
08/07/2025;July;2025;Supplier_3;Product_3;Machine_B;First ;Visual;DM;Machine;Setup and Adjustment Machine;7;Inspector_4;Afternoon_Shift
08/07/2025;July;2025;Supplier_3;Product_3;Machine_B;First ;Visual;PM;Mold;Dirty Mold;1;Inspector_1;Midnight_Shift
09/07/2025;July;2025;Supplier_2;Product_2;Machine_C;In-process;Visual;DM;Mold;Dirty Mold;6;Inspector_4;Afternoon_Shift
09/07/2025;July;2025;Supplier_2;Product_1;Machine_E;First ;Visual;SR;Mold;Dirty Mold;4;Inspector_3;Midnight_Shift
09/07/2025;July;2025;Supplier_2;Product_1;Machine_E;First ;Visual;PM;Mold;Dirty Mold;1;Inspector_3;Midnight_Shift
09/07/2025;July;2025;Supplier_2;Product_1;Machine_E;First ;Visual;EOS;Machine;Setup and Adjustment Machine;7;Inspector_1;Midnight_Shift
09/07/2025;July;2025;Supplier_2;Product_1;Machine_E;First ;Visual;BR;Mold;Mold Failures;1;Inspector_1;Midnight_Shift
09/07/2025;July;2025;Supplier_2;Product_15;Machine_E;First ;Visual;SR;Mold;Dirty Mold;2;Inspector_1;Midnight_Shift
